state,section,name,officers,address,phone,fax,email,website,facebook,source_url
Michigan,International Union Offices,Central Region Office,"Dreadless Stubbs, AFSD","Central Region Office
Dreadless Stubbs, AFSD
8740 Orion Place, Suite 305
Columbus, OH 43240",,(614) 436-0933,,,,https://www.afscme.org/local/michigan
Michigan,Retiree Chapters,Retiree Chapter 255,"Leigh Tomlinson, President",,(313) 460-9912,,afscme255mi@gmail.com,,,https://www.afscme.org/local/michigan
Michigan,,Michigan Organizing Committee 925,"Gino Carbenia, Executive Director","Michigan Organizing Committee 925
Gino Carbenia, Executive Director
826 Municipal Way
Lansing, MI 48917",,(517) 487-5081,,http://www.miafscme.org/,,https://www.afscme.org/local/michigan
Michigan,,Michigan Organizing Committee 925: Detroit Office,,"Detroit Office
7700 2nd Ave., Suite 314
Detroit, MI 48202",,(313) 964-1711,,,,https://www.afscme.org/local/michigan
Michigan,,"Michigan State Employees Association, Local 5","Erik Bailey, Executive Director","Michigan State Employees Association, Local 5
Erik Bailey, Executive Director
924 Centennial Way, Suite 400
Lansing, MI 48911",(517) 394-5900,(800) 228-5901,,http://www.msea.org/,,https://www.afscme.org/local/michigan
Minnesota,International Union Offices,Central Region Office,"Lisa Martin, AFSD","Central Region Office
Lisa Martin, AFSD
8740 Orion Place, Suite 305
Columbus, OH 43240",,(614) 436-0933,,,,https://www.afscme.org/local/minnesota
Minnesota,Retiree Chapters,"AFSCME Retirees United, Chapter 5","Jeff Birttnen, President",,(855) 377-0237,,address-retirees@afscmemn.org,https://minnesotaretirees.org,,https://www.afscme.org/local/minnesota
Minnesota,,Council 5: St. Paul (Headquarters),"Bart Andersen, Executive Director; Eric Hesse, President","Bart Andersen, Executive Director
Eric Hesse, President
300 Hardman Avenue, South
So. St. Paul, MN 55075",,(651) 450-4990,,http://www.afscmemn.org/,,https://www.afscme.org/local/minnesota
Minnesota,,Council 5: Hermantown Office,,"Hermantown Office
4172 Thunderchief Lane
Hermantown, MN 55811",,(651) 450-4990,,,,https://www.afscme.org/local/minnesota
Minnesota,,Council 65: Nashwauk Office,,"Nashwauk Office
118 Central Avenue
Nashwauk, MN 55769",,(218) 885-3242,,http://www.afscme65.org/,,https://www.afscme.org/local/minnesota
Minnesota,,Council 65: St. Cloud Office (Headquarters),"Shannon Douvier, Executive Director","Shannon Douvier, Executive Director
3335 W. Saint Germain Street., Suite 107
St. Cloud, MN 56301",,(218) 885-3242,,,,https://www.afscme.org/local/minnesota
Minnesota,,Council 5: Willmar Office,,"Willmar Office
1350 1st Street South
Willmar, MN 56201",320.235.2344,,,,,https://www.afscme.org/local/minnesota
Mississippi,International Union Offices,Southern Region Office,"Timothy Anderson, Field Coordinator","Southern Region Office
Timothy Anderson, Field Coordinator
1745 Phoenix Blvd.
Suite 440
Atlanta, GA 30349",,(770) 997-5855,,,,https://www.afscme.org/local/mississippi
Missouri,International Union Offices,Central Region Office,"Andres Becerra, AFSD","Central Region Office
Andres Becerra, AFSD
8740 Orion Place, Suite 305
Columbus, OH 43240",,(614) 436-0933,,,,https://www.afscme.org/local/missouri
Missouri,Retiree Chapters,Missouri Retiree Chapter: Chapter 61,"Mary Cannon-James, President",,(515) 246-2627,,,https://www.afscmecouncil61.org/retiree-chapter-61,,https://www.afscme.org/local/missouri
Missouri,,Council 61: Jefferson City,"Todd Copley, President","Jefferson City
Todd Copley, President
4320 NW 2nd St.
Des Moines, IA 50313",,,,https://protect-us.mimecast.com/s/tmC9C313joi7zl1xHq7z2c?domain=afscmecouncil61.org/,,https://www.afscme.org/local/missouri
Missouri,,Local 500,"Reginal Silvers, President","Local 500
Reginal Silvers, President
4049 Pennsylvania Ave.,
Suite 102
Kansas City, MO 64111",,,,,,https://www.afscme.org/local/missouri
Montana,International Union Offices,Northwest Area Office,"Jeremy Kruse, Area Field Services Director","Northwest Area Office
Jeremy Kruse, Area Field Services Director
1836 NE 7th Ave. Suite 203
Portland, OR 97212",,(503) 281-6107,,,,https://www.afscme.org/local/montana
Montana,Retiree Chapters,"Montana Retired Public Employees Council, Chapter 9","Denalie Bruins, President; Timm Twardowski, Council 9 Executive Director",,(406) 442-1192,,afscme@montana.com,,,https://www.afscme.org/local/montana
Montana,,Council 9: Helena (Headquarters),"Walter Hennessey, President; Timm Twardoski, Executive Director","Walter Hennessey, President
Timm Twardoski, Executive Director
36 S. Last Chance Gulch, Suite 11
Helena, MT 59601",,(406) 442-1192,afscme@montana.com,http://mtafscme.com/,,https://www.afscme.org/local/montana
Nebraska,International Union Offices,Central Region Office,"Lisa Martin, AFSD","Central Region Office
Lisa Martin, AFSD
8740 Orion Place, Suite 305
Columbus, OH 43240",,(614) 436-0933,,,,https://www.afscme.org/local/nebraska
Nebraska,Retiree Chapters,Retiree Chapter: Chapter 161,"Mike Zgud, President",,(402) 486-3911,,,,,https://www.afscme.org/local/nebraska
Nebraska,,"Nebraska Association of Public Employees (NAPE), Local 61","Justin Hubly, Executive Director",", Local 61
Justin Hubly, Executive Director
1230 O Street, Suite 120
Lincoln, NE 68508",,(402) 486-3911,admin@napeafscme.org,http://www.napeafscme.org/,,https://www.afscme.org/local/nebraska
Nebraska,,"Nebraska Public Employees, Local 251","Tony Burkhalter, President","Nebraska Public Employees, Local 251
Tony Burkhalter, President
7701 Pacific Street
Suite 300
Omaha, NE 68114",,(402) 346-4011,,http://www.local251.org,,https://www.afscme.org/local/nebraska
Nevada,International Union Offices,Southwest Area Office,"Lalo Macias, Area Field Service Director","Southwest Area Office
Lalo Macias, Area Field Service Director
4000 S. Eastern Ave
Suite 200
Las Vegas, NV 89119",(702) 202-3633,,,,,https://www.afscme.org/local/nevada
Nevada,Retiree Chapters,Retiree Chapter: Chapter 4041,"Charlie Muller, President",,(775) 461-0849,,retiree@nvafscme.org,http://www.nvafscme.org,,https://www.afscme.org/local/nevada
Nevada,Retiree Chapters,Nevada Subchapter 153,"Verone Nelson, President",,,,,,,https://www.afscme.org/local/nevada
Nevada,,Local 4041: Carson City (Headquarters),,"300
Carson City, NV 89701",,(775) 882-3910,info@nvafscme.org,http://www.nvafscme.org/,,https://www.afscme.org/local/nevada
Nevada,,Local 4041: Las Vegas Office,,"Las Vegas Office
601 S. Rancho, Suite C24
Las Vegas, NV 89106",,(702) 431-3113,,,,https://www.afscme.org/local/nevada
New Hampshire,International Union Offices,Area Office: Boston,,"Boston
Tim Birch, ARD
8 Beacon Street, 2nd Floor
Boston, MA 02108",(617) 367-3686,,,,,https://www.afscme.org/local/new-hampshire
New Hampshire,Retiree Chapters,Retiree Chapter: Chapter 93,"Ed Keefe, President",,(888) 271-3868,,,http://afscmechapter93retirees.com/,,https://www.afscme.org/local/new-hampshire
New Hampshire,,Council 93,"Mark Bernard, Executive Director","Council 93
Mark Bernard, Executive Director
77 Sundial Avenue, Suite 104W
Manchester, NH 03103",,(603) 606-3303,,http://www.afscme93.org/,,https://www.afscme.org/local/new-hampshire
New Jersey,Retiree Chapters,Retiree Chapter 63,"Beverly Sample, President",,(609) 586-9093,,retirees@afscmenj.org,,,https://www.afscme.org/local/new-jersey
New Jersey,Retiree Chapters,Retiree Chapter 1199J,"Joann Proctor, President",,(973) 242-4450,,plav@1199Jpen-benfund.com,,,https://www.afscme.org/local/new-jersey
New Jersey,,AFSCME New Jersey Council 63,"Ron McMullen, President; Steve Tully, Executive Director","Hamilton Square Rd.
Hamilton, NJ 08690",(609) 586-9093,,,https://www.afscmenj.org/,,https://www.afscme.org/local/new-jersey
New Jersey,,NUHHCE 1199J,"Craig Ford, President","25 Alling St., 3rd Floor
Newark, NJ 07102",,(973) 242-4450,,,,https://www.afscme.org/local/new-jersey
New Jersey,,NUHHCE District 1199J,"Craig Ford, President","25 Alling St., 3rd Floor
Newark, NJ 07102",(973) 624-1199,,,,,https://www.afscme.org/local/new-jersey
New Mexico,International Union Offices,Southwest Area Office,,"Southwest Area Office
Lalo Macias
4000 S. Eastern Ave
Suite 200
Las Vegas, NV 89119",(702) 202-3633,,,,,https://www.afscme.org/local/new-mexico
New Mexico,Retiree Chapters,New Mexico AFSCME Retiree Chapter 18,"Stephen Astorga, President",,(505) 266-2505,,retirees@afscme18.org,https://www.afscme18.org/,,https://www.afscme.org/local/new-mexico
New Mexico,,Council 18: Albuquerque (Headquarters),"Connie Derr, Executive Director; Joe Trujeque, President","Connie Derr, Executive Director
Joe Trujeque, President
1202 Pennsylvania Street, NE
Albuquerque, NM 87110",(505) 266-2505,,,http://www.afscme18.org/,,https://www.afscme.org/local/new-mexico
New Mexico,,NUHHCE - 1199NM,"Yolanda Ulmer, President","1199NM
Yolanda Ulmer, President
201 Uptown Blvd.
Suite 201
Albuquerque, NM 87110",(505) 884-7713,,,,,https://www.afscme.org/local/new-mexico
New York,International Union Offices,Area Office: Albany,"Ryan Welles, AFSD","Albany
Ryan Welles, AFSD
212 Great Oaks Blvd.
Albany, NY 12203",,(518) 869-2245,,,,https://www.afscme.org/local/new-york
New York,Retiree Chapters,Chapter 35: Buffalo,"Roman Miszewski, President",,716-903-5049,,herbie55555@aol.com,,,https://www.afscme.org/local/new-york
New York,Retiree Chapters,New York AFSCME Retiree Chapter 82,"Henry Miglianti, President",,(518) 368-8212,,c82retireechapter@gmail.com,,,https://www.afscme.org/local/new-york
New York,Retiree Chapters,New York AFSCME Retiree Chapter 1000 (CSEA),"Bernadette Giambra, Chair; Christine Meehan, Retiree Coordinator",,(800) 342-4146 ext. 1220,,csearetiree@cseainc.org,https://cseany.org/csea-retiree-members/,https://www.facebook.com/cseanyretirees,https://www.afscme.org/local/new-york
New York,Retiree Chapters,New York AFSCME Retiree Chapter 37,"Ann Widger, Administrator; Terri Brady, Deputy Administrator",,(212) 815-1781,,dc37retirees@afscme.org,https://www.dc37retireesassociation.org/,,https://www.afscme.org/local/new-york
New York,,District Council 35: Buffalo,"Bill Orr, President","Buffalo
Bill Orr, President
2019 Seneca Street
Buffalo, NY 14210",,(716) 852-0883,,,,https://www.afscme.org/local/new-york
New York,,"New York City District Council of Municipal Local Unions, District Council 37: New York City (Headquarters)","Henry Garrido, Executive Director; Shaun Francois, President","Henry Garrido, Executive Director
Shaun Francois, President
125 Barclay Street
New York, NY 10007",(212) 815-1000,,,http://www.dc37.net,,https://www.afscme.org/local/new-york
New York,,"New York County and Municipal Employees, Council 66: Rochester (Headquarters)","Rich Canazzi, President","Rich Canazzi, President
1956 Lyell Ave.
Rochester, NY 14606",,(585) 594-0753,,https://afscmecouncil66.org/,https://www.facebook.com/AFSCMECouncil66/,https://www.afscme.org/local/new-york
New York,,"New York County and Municipal Employees, Council 66: Buffalo Office",,"Buffalo Office
4845 Union Rd., Upper
Buffalo, NY 14225-1301",,(716) 634-6204,,,,https://www.afscme.org/local/new-york
New York,,"New York County and Municipal Employees, Council 66: Syracuse Office",,"Syracuse Office
5788 Widewaters Parkway, Suite 2D
Syracuse, NY 13214",,(315) 883-1980,,,,https://www.afscme.org/local/new-york
New York,,"New York State Law Enforcement Officers Union, District Council 82: Albany (Headquarters)","Ron Walsh, President","Ron Walsh, President
63 Colvin Avenue
Albany, NY 12206",(518) 489-8424,,c82@council82.org,http://www.council82.org,,https://www.afscme.org/local/new-york
New York,,"Civil Service Employees Association, Local 1000: Albany (Headquarters)","Mary E. Sullivan, President","Mary E. Sullivan, President
143 Washington Avenue
Albany, NY 12210",,(518) 257-1000,,http://www.cseany.org,,https://www.afscme.org/local/new-york
New York,,"Civil Service Employees Association, Local 1000: Region I",,"Region I
3 Garet Place
Commack, NY 11725",(631) 462-0030,,,http://www.cseany.org/r1/,,https://www.afscme.org/local/new-york
New York,,"Civil Service Employees Association, Local 1000: Region II",,"Region II
125 Maiden Lane, 5th Floor
New York, NY 10038-1850",(212) 406-2156,,,http://www.cseany.org/r2,,https://www.afscme.org/local/new-york
New York,,"Civil Service Employees Association, Local 1000: Region III",,"Region III
735 State Route 52
Beacon, NY 12508",(845) 831-1000,,,http://www.cseany.org/r3,,https://www.afscme.org/local/new-york
New York,,"Civil Service Employees Association, Local 1000: Region IV",,"Region IV
One Learjet Lane
Latham, NY 12110",(518) 785-4400,,,http://www.cseany.org/r4,,https://www.afscme.org/local/new-york
New York,,"Civil Service Employees Association, Local 1000: Region V",,"Region V
6595 Kirkville Rd.
E. Syracuse, NY 13057",(315) 433-0050,,,http://www.cseany.org/r5,,https://www.afscme.org/local/new-york
New York,,"Civil Service Employees Association, Local 1000: Region VI",,"Region VI
120 Pineview Drive
Amherst, NY 14228",(716) 691-6555,,,http://www.cseany.org/r6,,https://www.afscme.org/local/new-york
North Carolina,International Union Offices,Southern Region Office,James Spears | AFSD,"AFSD
Southern Region Office,
4751 Best Road, Suite 420
Atlanta, GA 30337",(770) 907-2272,,,,,https://www.afscme.org/local/north-carolina
North Carolina,Retiree Chapters,North Carolina Retirees Subchapter 165,"Bill Dworkin, President",,336-885-2538,,,,,https://www.afscme.org/local/north-carolina
North Carolina,,Local 77,"Beverly Chavis, President","A130
Durham, NC 27707",(770) 907-2272,,,,,https://www.afscme.org/local/north-carolina
North Dakota,International Union Offices,Central Region Office,"Lisa Martin, AFSD","Central Region Office
Lisa Martin, AFSD
8740 Orion Place, Suite 305
Columbus, OH 43240",,(614) 436-0933,,,,https://www.afscme.org/local/north-dakota
North Dakota,Retiree Chapters,"AFSCME Retirees UNITED, Chapter 5","Jeff Birttnen, President",,(855) 377-0237,,address-retirees@afscmemn.org,https://minnesotaretirees.org,,https://www.afscme.org/local/north-dakota
North Dakota,,Council 65: Sioux Falls Office,"Shannon Douvier, Executive Director","Sioux Falls Office
Shannon Douvier, Executive Director
101 S. Fairfax Ave.
Sioux Falls, SD 57103",(218) 885-3242; (218) 885-3245,,,,,https://www.afscme.org/local/north-dakota
Ohio,International Union Offices,Central Region Office,"Andres Becerra, AFSD","Central Region Office
Andres Becerra, AFSD
8740 Orion Place, Suite 305
Columbus, OH 43240",,(614) 436-0933,,,,https://www.afscme.org/local/ohio
Ohio,Retiree Chapters,Retiree Chapter 1184,"Lou Maholic, President",,(614) 407-6492,,info@ohioafscmeretirees.org,,,https://www.afscme.org/local/ohio
Ohio,,Council 8: Columbus (Headquarters),"Sean Grayson, President","Sean Grayson, President
6800 North High Street
Worthington, OH 43085-2512",(614) 841-1918; (800) 282-3014,,,http://afscmecouncil8.org,,https://www.afscme.org/local/ohio
Ohio,,Council 8: Akron Office,,"Akron Office
1145 Massillon Road
Akron, OH 44306-4161",(330) 784-6390,,,,,https://www.afscme.org/local/ohio
Ohio,,Council 8: Athens Office,,"Athens Office
36 South Plains Road
The Plains, OH 45780",(740) 797-9708,,,,,https://www.afscme.org/local/ohio
Ohio,,Council 8: Cincinnati Office,,"Cincinnati Office
11461 Northlake Drive
Cincinnati, OH 45249",(513) 641-2900,,,,,https://www.afscme.org/local/ohio
Ohio,,Council 8: Cleveland Office,,"Cleveland Office
1603 East 27th Street
Cleveland, OH 44114-4217",(216) 241-4554,,,,,https://www.afscme.org/local/ohio
Ohio,,Council 8: Columbus Office,,"Columbus Office
6800 N. High Street
Columbus, OH 43085-2512",(614) 841-0595,,,,,https://www.afscme.org/local/ohio
Ohio,,Council 8: Dayton Office,,"Dayton Office
15 Gates Street
Dayton, OH 45402-2917",(937) 461-9983,,,,,https://www.afscme.org/local/ohio
Ohio,,Council 8: Toledo Office,,"Toledo Office
420 S. Reynolds Road
Toledo, OH 43615-5980",(419) 539-6000,,,,,https://www.afscme.org/local/ohio
Ohio,,Council 8: Youngstown Office,,"Youngstown Office
150 S. Four Mile Run Road
Youngstown, OH 44515-3137",(330) 792-4500,,,,,https://www.afscme.org/local/ohio
Ohio,,"Columbus Field Office - Central, Eastern, Southeast, Southwest and Western Districts OAPSE/AFSCME","Joseph P. Rugola, Executive Director","AFSCME
Joseph P. Rugola, Executive Director
Columbus Field Office
6805 Oak Creek Drive
Columbus, OH 43229-1591",(614) 890-4770; (800) 786-2773,,,http://www.oapse.org,,https://www.afscme.org/local/ohio
Ohio,,Cleveland Field Office - East Central and Northeast Districts OAPSE/AFSCME,,"AFSCME
Cleveland Field Office
9555 Vista Way, Suite 230
Garfield Heights, OH 44125",(330) 659-7335; (855) 607-6554,,,,,https://www.afscme.org/local/ohio
Ohio,,"Toledo Field Office - North Central, Northwest and Northwest Central Districts OAPSE/AFSCME",,"AFSCME
Toledo Area Field Office
2340 Detroit Avenue, Garden Floor
Maumee, OH 43537",(419) 887-5758; (800) 265-1810,,,,,https://www.afscme.org/local/ohio
Ohio,,"Local 11, Westerville","Chris Mabe, President","Local 11, Westerville
Chris Mabe, President
390 Worthington Rd., Suite A
Westerville, OH 43082-8331",(614) 865-4700,,,http://www.ocsea.org,,https://www.afscme.org/local/ohio
Oklahoma,International Union Offices,Southern Region Office,"Dorothy Townsend, Regional Director","Southern Region Office
Dorothy Townsend, Regional Director
1745 Phoenix Blvd. Suite 440
Atlanta, GA 30349",,(770) 907-2272,,,,https://www.afscme.org/local/oklahoma
Oklahoma,,Local 1136,"Tatum Kegin, President","Local 1136
Tatum Kegin, President
215 W. Garriott Rd
Suite 3D
Enid, OK 73701-5670",(580) 234-5819,,,,,https://www.afscme.org/local/oklahoma
Oklahoma,,Local 1180,"Michael Morrison, President","Local 1180
Michael Morrison, President
1285 S. Detroit Ave.
Tulsa, OK 74120-1231",(918) 584 0334,,,http://www.1180tulsa.org,,https://www.afscme.org/local/oklahoma
Oklahoma,,Local 2406,"Bruce Davis, President","Local 2406
Bruce Davis, President
3400 South Western
Oklahoma City, OK 73109",(405) 631-5531,,,http://www.afscme2406.com/,,https://www.afscme.org/local/oklahoma
Oklahoma,,"Local 2465: Muskogee, Oklahoma Municipal Employees","Dustin Williams, President","Muskogee, Oklahoma Municipal Employees
Dustin Williams, President
1303 Emporia Street
Muskogee, OK 74401",(918) 685-5313,,afscmelocal2465@yahoo.com,,,https://www.afscme.org/local/oklahoma
Oklahoma,,Local 2875,"Jerry Tarver, President","Local 2875
Jerry Tarver, President
P.O. Box 915
Norman, OK 73070",405-317-5770,,Afscmejt2875@gmail.com,,,https://www.afscme.org/local/oklahoma
Oregon,International Union Offices,Northwest Area Office,"Jeremy Kruse, Area Field Services Director","Northwest Area Office
Jeremy Kruse, Area Field Services Director
1836 NE 7th Ave. Suite 203
Portland, OR 97212",,(503) 281-6107,,,,https://www.afscme.org/local/oregon
Oregon,Retiree Chapters,Retiree Chapter 75,"Pat Riggs-Henson, President",,844-660-8445,,retirees@oregonafscme.com,http://www.oregonafscme.com/,,https://www.afscme.org/local/oregon
Oregon,,Council 75: Salem (Headquarters),,"1400 Tandem Ave. NE
Salem, OR 97301",,(844) 758-6466,,https://www.oregonafscme.org/,,https://www.afscme.org/local/oregon
Oregon,,Council 75: Portland Office,"Joe Baessler, Executive Director","Portland Office
Joe Baessler, Executive Director
2701 NW Vaughn Street, Suite 430
Portland, OR 97210",,(844) 758-6466,joe@oregonafscme.org,,,https://www.afscme.org/local/oregon
Oregon,,Council 75: Bend Office,,"Bend Office
155 NW Irving St.
Suite C
Bend OR 97701",(844) 758-6466,,,,,https://www.afscme.org/local/oregon
Oregon,,Council 75: Eugene Office,,"Eugene Office
688 Charnelton
Eugene, OR 97401",(844) 758-6466,,,,,https://www.afscme.org/local/oregon
Oregon,,Council 75: Grants Pass Office,,"101
Grants Pass, OR 97526",(844) 758-6466,,,,,https://www.afscme.org/local/oregon
Oregon,,Council 75: Ontario Office,,"Ontario Office
463 S. Park Boulevard
Ontario, OR 97914",(844) 758-6466,,,,,https://www.afscme.org/local/oregon
Oregon,,Council 75: Pendleton Office,,"Pendleton Office
308 S.W. Dorion Avenue
Pendleton, OR 97801",(844) 758-6466,,,,,https://www.afscme.org/local/oregon
Pennsylvania,International Union Offices,Eastern Region Office,"Jim Howell, Regional Director","Eastern Region Office
Jim Howell, Regional Director
Foster Plaza 10, 5th Floor Suite 510
Pittsburgh, PA 15220",,(412) 922-2550,,,,https://www.afscme.org/local/pennsylvania
Pennsylvania,International Union Offices,Area Office: Philadelphia,"Maximus Weikel, AFSD","Philadelphia
Maximus Weikel, AFSD
One Penn Center at Suburban Station
1617 JFK Boulevard
Suite 821
Philadelphia, PA 19103",,(215) 665-1272,,,,https://www.afscme.org/local/pennsylvania
Pennsylvania,Retiree Chapters,Pennsylvania AFSCME Retiree Chapter 13,"Jeanne Weaver, President",,(717) 564-9797,,,https://paafscmeretirees.org/,,https://www.afscme.org/local/pennsylvania
Pennsylvania,Retiree Chapters,Chapter 2: Philadelphia,"Edward ""Eddie"" Williams, President",,(215) 895-3386,,,,,https://www.afscme.org/local/pennsylvania
Pennsylvania,Retiree Chapters,Chapter 47: Philadelphia,"Vanessa Fields, President",,(215) 893-3765,,,https://dc47.org/retirees/,,https://www.afscme.org/local/pennsylvania
Pennsylvania,Retiree Chapters,Chapter 1199C: Philadelphia,"Sheila Bennet, President",,(215) 735-5720,,,http://1199cfunds.org/retirees/,,https://www.afscme.org/local/pennsylvania
Pennsylvania,,Pennsylvania Public Employees Council 13: Harrisburg (Headquarters),"Jim Howell, Administrator","Jim Howell, Administrator
150 South 43rd Street, Suite 3
Harrisburg, PA 17111",(800) 523-7263,,,http://www.afscme13.org/,,https://www.afscme.org/local/pennsylvania
Pennsylvania,,Philadelphia-Eastern Pennsylvania Public Employees Council 33: Philadelphia (Headquarters),"Greg Boulware, President","Greg Boulware, President
3001 Walnut Street
Philadelphia, PA 19104",,(215) 895-3300,,http://www.afscme33.org/,,https://www.afscme.org/local/pennsylvania
Pennsylvania,,"Administrative, Professional & Technical Association Council 47: Philadelphia (Headquarters)","April Gigetts, President","April Gigetts, President
1606 Walnut Street, 2nd Floor
Philadelphia, PA 19103",(215) 893-3733; (215) 985-2720,,,https://dc47.org/,,https://www.afscme.org/local/pennsylvania
Pennsylvania,,Southwestern Pennsylvania Public Employees Council 13: Duncansville (Western Region),,"161 Patchway Road
Duncansville, PA 16635-8431",,,,,,https://www.afscme.org/local/pennsylvania
Pennsylvania,,Southeastern Pennsylvania Public Employees Council 13: Plymouth Meeting (Eastern Region),,"3031 Walton Road
Suite 300, Bldg. C,
Plymouth Meeting, PA 19462",,,,,,https://www.afscme.org/local/pennsylvania
Pennsylvania,,Western Pennsylvania Public Employees Council 13: Pittsburgh (Field Office),,"Foster Plaza 5
651 Holiday Drive, Suite 505
Pittsburgh, PA 15220",,,,,,https://www.afscme.org/local/pennsylvania
Pennsylvania,,Northwestern Pennsylvania Public Employees Council 13: Franklin (Field Office),,"1276 Liberty Street
Franklin, PA 16323",,,,,,https://www.afscme.org/local/pennsylvania
Pennsylvania,,North Central Pennsylvania Public Employees Council 13: New Columbia (Field Office),,"250 Commerce Park Drive
New Columbia, PA 17856",,,,,,https://www.afscme.org/local/pennsylvania
Pennsylvania,,Northeastern Pennsylvania Public Employees Council 13: Dunmore (Field Office),,"Barre, PA 18702",,,,,,https://www.afscme.org/local/pennsylvania
Pennsylvania,,Dauphin County Pennsylvania Public Employees Council 13: Harrisburg (Field Office),,"2
Harrisburg, PA 17111-5707",,,,,,https://www.afscme.org/local/pennsylvania
Pennsylvania,,NUHHCE District 1199C: Philadelphia,"Dionne Gary, President","Philadelphia
Dionne Gary, President
1319 Locust St.
Philadelphia, PA 19107",,(215) 735-1300,,http://www.1199cnuhhce.org/,,https://www.afscme.org/local/pennsylvania
Pennsylvania,,United Nurses Association of Pennsylvania (UNOP),"Barbara Simonetta, President","Barbara Simonetta, President
1319 Locust Street
Philadelphia, PA 19107",(215) 735-7655,,,,,https://www.afscme.org/local/pennsylvania
Pennsylvania,,United Child Care Union,"Michelle Cooper, President","United Child Care Union
Michelle Cooper, President
1319 Locust Street
Philadelphia, PA 19107",(215) 735-6350,,,https://www.ccpunited.org/,,https://www.afscme.org/local/pennsylvania
Pennsylvania,,NUHHCE,"Craig Ford, President","NUHHCE
Craig Ford, President
325 Chestnut Street, Suite 215
Philadelphia, PA 19106",,(215) 735-7500,,https://nuhhce.org/,,https://www.afscme.org/local/pennsylvania
Puerto Rico,International Union Offices,Area Office: San Juan,"Benjamin Borges, AFSD","P.O. Box 13695
San Juan, PR 00908-3695",,(787) 272-7222,,,,https://www.afscme.org/local/puerto-rico
Puerto Rico,Retiree Chapters,Retiree Chapter 95,"Blanca Paniagua Adorno, President",,(787) 272-7222,,retirados@spupr.com,,https://www.facebook.com/capituloretirados/?fref=ts,https://www.afscme.org/local/puerto-rico
Puerto Rico,,Servidores Públicos Unidos de Puerto Rico Council 95: Guaynabo (Headquarters),"Jessica Martinez Santos, President; Frances Catala, Director","P.O. Box 363827
San Juan, PR 00936-3827",,(787) 272-7222,,http://www.spupr.com/,,https://www.afscme.org/local/puerto-rico
Rhode Island,International Union Offices,Area Office: Boston,,"Boston
Tim Birch, ARD
8 Beacon Street, 2nd Floor
Boston, MA 02108",(617) 367-3686,,,,,https://www.afscme.org/local/rhode-island
Rhode Island,Retiree Chapters,Retiree Chapter: Chapter 94,"Mike Connolly, President",,401-642-2434,,cleblanc@ricouncil94.org,https://www.ricouncil94.org/afscme-rhode-island-retirees-chapter-94-0,,https://www.afscme.org/local/rhode-island
Rhode Island,,Council 94: North Providence (Headquarters),"Alexis Santoro, Executive Director","Alexis Santoro, Executive Director
1179 Charles Street
North Providence, RI 02904",,(401) 724-5900,,http://www.ricouncil94.org,,https://www.afscme.org/local/rhode-island
South Carolina,International Union Offices,Southern Region Office,"Dorothy Townsend, Regional Director","Southern Region Office
Dorothy Townsend, Regional Director
1745 Phoenix Blvd.,
Suite 440
Atlanta, GA 30349",,(770) 907-2272,,,,https://www.afscme.org/local/south-carolina
South Dakota,International Union Offices,Central Region Offices,"Lisa Martin, AFSD","Central Region Offices
Lisa Martin, AFSD
8740 Orion Place, Suite 305
Columbus, OH 43240",,(614) 436-0933,,,,https://www.afscme.org/local/south-dakota
South Dakota,Retiree Chapters,"AFSCME Retirees United, Chapter 5","Jeff Birttnen, President",,(855) 377-0237,,address-retirees@afscmemn.org,https://minnesotaretirees.org,,https://www.afscme.org/local/south-dakota
South Dakota,,Council 65: Sioux Falls Office,"Shannon Douvier, Executive Director","Sioux Falls Office
Shannon Douvier, Executive Director
101 S. Fairfax Ave.
Sioux Falls, SD 57103",(218) 885-3242; (218) 885-3245,,,,,https://www.afscme.org/local/south-dakota
Tennessee,International Union Offices,Southern Region Office,"Dorothy Townsend, Regional Director","Southern Region Office
Dorothy Townsend, Regional Director
1745 Phoenix Blvd., Suite 440
Atlanta, GA 30349",,(770) 907-2272,,,,https://www.afscme.org/local/tennessee
Tennessee,Retiree Chapters,Retiree Chapter 1733,"Charlette Johnson, President",,(901) 525-2458,,,,,https://www.afscme.org/local/tennessee
Tennessee,,Local 1733,", President","Local 1733
Adrian Rogers
, President
485 Beale Street
Memphis, TN 38103",,(901) 525-2458,,http://www.afscmelocal1733.org/,,https://www.afscme.org/local/tennessee
Tennessee,,Local 2173,"David Newberry, President","Local 2173
David Newberry, President
185 CCC Rd
Wartburg, TN 37887",(865) 789-1938,,,,,https://www.afscme.org/local/tennessee
Texas,International Union Offices,Southern Region Office,"Dorothy Townsend, Regional Director; James Spears, AFSD","Southern Region Office
Dorothy Townsend, Regional Director
James Spears, AFSD
1745 Phoenix Blvd. Suite 440
Atlanta, GA 30349",,(770) 907-2272,,,,https://www.afscme.org/local/texas
Texas,Retiree Chapters,Texas AFSCME Retiree Chapter 12,"Luther Elmore, President",,(512) 477-9181,,office@afscmetexasretirees.org,http://www.afscmetexasretirees.org/,https://www.facebook.com/afscmetexasretirees12/?fref=ts,https://www.afscme.org/local/texas
Texas,Retiree Chapters,Houston Retiree Chapter 1550,"Ed Rollins, President",,281-435-6028,,,,,https://www.afscme.org/local/texas
