source,employer_name,city,state,zip,naics,workers_or_members,union_name,union_fnum,affiliation,sector,union_olms_sector,date,recognition_type,case_number,employer_id
F7_OLMS,Frieslandcampina USA,Delhi,NY,13753,42,69,Teamsters 317,48830,IBT,Private,PRIVATE,6/16/2021,F7_FILING,,489172270ba6cdf0
F7_OLMS,Bimbo Olean,OLEAN,NY,14760-0513,31,69,BCTGM-6,18158,BCTGMI,Private,OTHER,6/3/2013,F7_FILING,,1d127c809840d00b
F7_OLMS,Birch Family Services,Brooklyn,NY,11203-6010,,69,UFT-2,,,Private,,6/23/2010,F7_FILING,,c0b099ca8dc184a0
F7_OLMS,Safire Rehab of Northtowns,Tonawanda,NY,14150,62,69,1199 SEIU United Healthcare Workers East 1199,,,Private,,1/23/2020,F7_FILING,,97b13a37a859f1c9
F7_OLMS,"Remco Maintenance, LLC.",Long Island City,NY,11101-2404,81,69,PAT-DC 9 - 8A-28A,,,Private,,3/4/2014,F7_FILING,,39770f44d873fe5d
F7_OLMS,Signify/Cooper Lighting Solutions,Hicksville,NY,10801,,69,IBEW 003,,,Private,,4/4/2022,F7_FILING,,67a572b70c94c5d8
F7_OLMS,Hansel 'N Gretel Inc.,Glendale,NY,11385-7530,,69,UFCW-342,,,Private,,4/6/2010,F7_FILING,,3cf5e957d26bdf64
F7_OLMS,The Monroe Cable Company,Middletown,NY,10941,31,69,Amalgamated Union 1,,,Private,,11/6/2017,F7_FILING,,753c9e9c8606bfc6
F7_OLMS,B & H FOTO & ELECTRONICS CORP,NEW YORK,NY,10001,48,69,UNITED STEELWORKERS 09543,545783,USW,Private,PRIVATE,9/28/2020,F7_FILING,,29d1b789bc2b3824
F7_OLMS,St. Gobain Advanced Ceramics Corporation,Niagara Falls,NY,14303,31,69,United Steelworkers 4-02058,34473,USW,Private,PRIVATE,5/6/2022,F7_FILING,,b05fe75433da5388
F7_OLMS,Oak Beverages,Blauvelt ,NY,10913,48,69,IBT-812,1620,IBT,Private,PRIVATE,4/28/2017,F7_FILING,,4fbf4ba3d1fb6a84
F7_OLMS,MERTINE CENTER,WHITE PLAINS,NY,10606,62,69,TEAMSTERS 210,46272,IBT,Private,PRIVATE,12/15/2020,F7_FILING,,0e4e8bdad78f5c9e
F7_OLMS,LaSora Management Corporation,Long Island City,NY,11101,44,69,IBT-810,35479,IBT,Private,PRIVATE,2/27/2013,F7_FILING,,e80a9b615aa4d92e
F7_OLMS,Retail Trade (Food) Brooklyn NY & Vic - RWDSU/UFCW Local 338,Mineola,NY,11501,44,69,RWDSU / UFCW-338,11901,RWDSU,Private,PRIVATE,8/21/2012,F7_FILING,,2e604523da6084d1
F7_OLMS,Pratt Industries,Staten Island,NY,10314,81,69,International Union of Operating Engineers 30,19779,IUOE,Private,PRIVATE,7/28/2020,F7_FILING,,5be935ace9c81b81
F7_OLMS,First Student Inc,Lisbon,NY,13658,48,69,UFCW-1,,,Private,,1/18/2010,F7_FILING,,69db3cb8296c2c15
F7_OLMS,NEW YORK FOUNDATION FOR SENIOR CITIZENS,NEW YORK,NY,10007,62,69,TEAMSTERS 210,46272,IBT,Private,PRIVATE,9/8/2021,F7_FILING,,257875f6e77affc0
F7_OLMS,Upstate Building Maintenance Cos,East Syracuse,NY,13057-1038,81,69,SEIU-200 United,,,Private,,5/9/2011,F7_FILING,,c643b36748564d24
F7_OLMS,UPS / CSI,Springfield Gardens,NY,11413,48,68,IBT-295,15398,IBT,Private,PRIVATE,4/25/2013,F7_FILING,,ee70fe531b268bde
F7_OLMS,San Souci Nursing & Rehabilitation Center,Yonkers,NY,10703,62,68,ILA-1964,68028,ILA,Private,OTHER,4/1/2014,F7_FILING,,71c5d5b406fa5b21
F7_OLMS,Capital Newspapers Division - Hearst Corporation,New York,NY,10001,71,68,IBT -126,27370,IBT,Private,PRIVATE,9/11/2014,F7_FILING,,1abe5065a870bf79
F7_OLMS,"Rem-Tronics, Inc.",Tonawanda,NY,14048,31,68,USW-2693-3,38491,USW,Private,PRIVATE,6/22/2017,F7_FILING,,dad2f37a7ffd8532
F7_OLMS,Mermaid Manor HFA & ALP,Brooklyn,NY,11224,62,68,UFCW 2013,60069,UFCW,Private,PRIVATE,4/3/2018,F7_FILING,,e3e3d65b5fcaa549
F7_OLMS,Institute for Family Health (f/k/a North General Hospital),New York,NY,10003,62,68,SEIU/UHWE-1199,,,Private,,10/5/2012,F7_FILING,,d08fe755eb272857
F7_OLMS,"Tomra NY Recycling, LLC - Warehourse",Schenectady,NY,12306,,68,International Brotherhood of Teamsters 294,42415,IBT,Private,PRIVATE,9/25/2025,F7_FILING,,88d3260ba6e886f3
F7_OLMS,Bella Bus Corp,Brooklyn,NY,11208-1913,48,68,United Service of America-355,35902,USWU,Private,OTHER,1/18/2010,F7_FILING,,c6f6210e3f937e64
F7_OLMS,VICE MEDIA,New York,NY,10022,71,68,Writers Guild of America East ,,,Private,,7/24/2018,F7_FILING,,9263b4129aa540ac
F7_OLMS,F. X. Matt Brewing Co.,Utica,NY,13502-4001,31,68,IBT-182,13876,IBT,Private,PRIVATE,10/15/2012,F7_FILING,,ce99b3eb3b0a9014
F7_OLMS,Multi Packaging Solutions,Hicksville,NY,11801,,68,GCCIBT Local 119/43B,,,Private,,10/15/2019,F7_FILING,,de907271cf73028a
F7_OLMS,Hudson News Dist.,E. Farmingdale,NY,11735,48,68,IBT-707,33570,IBT,Private,PRIVATE,10/6/2010,F7_FILING,,5bcf0754d9396640
F7_OLMS,Pepsi Cola - Route Salesman,Somers ,NY,10589,44,68,IBT-317,48830,IBT,Private,PRIVATE,11/28/2016,F7_FILING,,cff0fbc4c11aa94f
F7_OLMS,Aramark Railway ,Long Island City,NY,11101,48,68,RWDSU/UFCW-1102,12614,RWDSU,Private,PRIVATE,10/22/2012,F7_FILING,,a3eb0779e4b211c4
F7_OLMS,Fiber Glass Industries,Amsterdam,NY,12010,31,68,USW-1370,69304,USW,Private,PRIVATE,10/23/2013,F7_FILING,,e131af1966001626
F7_OLMS,New York Presbyterian of Queens,Flushing,NY,13555,62,68,SEIU UHWE Local 1199,,,Private,,1/7/2019,F7_FILING,,670ff219f5ca3709
F7_OLMS,MV Transportation,Canandaigua,NY,14424,48,68,ATU-282,50733,ATU,Private,PRIVATE,5/10/2013,F7_FILING,,c129030091eaa2ba
F7_OLMS,Jordan Elbridge CSD,Jordan,NY,13080,61,68,SEIU 200United,,,Private,,12/19/2017,F7_FILING,,f1f94be824f5f14e
F7_OLMS,Astoria Generating Company L.P.,Astoria,NY,11105,22,68,Utility Workers Union of America 1-2,24877,UWU,Private,OTHER,4/21/2022,F7_FILING,,db6204df074f7432
F7_OLMS,Northeast Fiber Glass Industries,Amsterdam,NY,12010-5247,31,67,USW-1370,69304,USW,Private,PRIVATE,1/26/2010,F7_FILING,,f8bd94cef7177578
F7_OLMS,Dairy Barn Stores,East Northport,NY,11731,44,67,UFCW-1500,22675,UFCW,Private,PRIVATE,6/6/2013,F7_FILING,,62bc552a88b885d8
F7_OLMS,Jing Fong Restaurant Inc,New York,NY,10013-4802,72,67,CSWA,,,Private,,1/18/2010,F7_FILING,,5d61f3f57b716a50
F7_OLMS,Coach Inc.,New York,NY,10017,31,67,UFCW-342,,,Private,,2/27/2012,F7_FILING,,858bc5f3f2fc22c5
F7_OLMS,Priority Production Services,New York,NY,10018,54,67,IBEW-1212 ,23713,IBEW,Private,PRIVATE,4/11/2011,F7_FILING,,b0bb104b1393be71
F7_OLMS,COACH LEATHERWARE,New York,NY,10002,31,67,UFCW-342,,,Private,,2/23/2012,F7_FILING,,4a0d2a9473b58517
F7_OLMS,Alleson of Rochester,Rochester,NY,14623,31,67,WU Rochester Regional Jt Bd-388,51017,WU,Private,OTHER,6/22/2017,F7_FILING,,6be94464aaa03095
F7_OLMS,Milmar \ Juno LLC,Goshen,NY,10924,42,67,UFCW-348,60069,UFCW,Private,PRIVATE,7/25/2012,F7_FILING,,47d4f28975fbeb45
F7_OLMS,Bellco Drug Corp (Amerisource Bergen Corp.),North Amityville,NY,11701,48,67,IBT-210 ,46272,IBT,Private,PRIVATE,1/16/2012,F7_FILING,,71eb14cb1834416e
F7_OLMS,Durso Associates (Key Foods) ,Mineola,NY,11501,44,67,RWDSU / UFCW-338,11901,RWDSU,Private,PRIVATE,12/19/2011,F7_FILING,,d1f70328db2a1628
F7_OLMS,Temco Services - Huron site,New York,NY,10016,72,67,SEIU 200United,,,Private,,12/14/2018,F7_FILING,,b33fdee752cb4926
F7_OLMS,Schoellkopf Health Center-Service and Maintenance,Niagara Falls,NY,14302,62,67,SEIU/UHWE -1199,,,Private,,1/4/2017,F7_FILING,,7480733a60becc55
F7_OLMS,Tam Enterprises Inc,Goshen,NY,10924,23,67,International Union of Operating Engineers 825,12429,IUOE,Private,PRIVATE,10/15/2025,F7_FILING,,dda6731e6cd674eb
F7_OLMS,Barr Labs - Teva,Pomona,NY,10970,31,67,USW-149,5362,USW,Private,PRIVATE,1/19/2011,F7_FILING,,e5ad4ac032b37e3d
F7_OLMS,"ABM Industry Groups, LLC - Expiration Trinity College AGR",New York,NY,10006,,67,Service Employees International Union 32BJ,,,Private,,9/17/2025,F7_FILING,,74719f1d2796577a
F7_OLMS,Pallette Stone,Wilton,NY,12831,23,67,International Brotherhood of Teamsters 294,42415,IBT,Private,PRIVATE,9/24/2021,F7_FILING,,d6c241ca2652426b
F7_OLMS,The Syracuse Insulation Contractors,Syracuse,NY,13204,23,67,IAHFIAW 30,43689,HFIA,Private,OTHER,1/16/2020,F7_FILING,,271e593280e04ba6
F7_OLMS,Empire City Yonkers Raceway,"Yonkers, ",NY,10704,71,67,Communications Workers Of America AFL-CIO Local 1101,,,Private,,7/14/2025,F7_FILING,,a9b472a3b784ebbc
F7_OLMS,Whitsons,Islandia,NY,11749,72,67,New York State United Teachers 14118,,,Private,,6/2/2025,F7_FILING,,2f4a5b1ceaafa29a
F7_OLMS,Aladdin Packaging,Hauppague,NY,11788,31,67,Consolidated Commercial Workers of America 528,43414,UFCW,Private,PRIVATE,11/1/2019,F7_FILING,,24f02ed7a933f19a
F7_OLMS,Content Critical,New York,NY,10014,81,66,UAW-2179,530794,UAW,Private,PRIVATE,2/28/2011,F7_FILING,,88bc47076e0c0e9c
F7_OLMS,Sovereign Motors aka Mercedes Benz of Brooklyn,Brooklyn,NY,11214,44,66,IBT-202,26719,IBT,Private,PRIVATE,9/2/2014,F7_FILING,,419f69a4e1875697
F7_OLMS,Four M Food Corp. ,N. Bohemia ,NY,11716,44,66,RWDSU / UFCW-338,11901,RWDSU,Private,PRIVATE,10/25/2010,F7_FILING,,9552952b15df39b7
F7_OLMS,Vice Digital,New York,NY,10022,71,66,writers guild of america east ,,,Private,,11/7/2018,F7_FILING,,30b43c1bfb5a3392
F7_OLMS,WELCO/PRAXAIR,TONAWANDA,NY,14150,,66,TEAMSTERS 560,21915,IBT,Private,PRIVATE,10/3/2019,F7_FILING,,6e3d295df9de0ddd
F7_OLMS,"Mt Sinai Beth Israel Medical Center, Mt Sinai St Lukes Hospital Ctr. Mt Sinai West",New York,NY,10003,62,66,PTCNC Local,,,Private,,2/4/2019,F7_FILING,,c10e93b2845f72b9
F7_OLMS,Innovant Inc.,New York,NY,10011,42,66,UFCW-348,60069,UFCW,Private,PRIVATE,6/12/2012,F7_FILING,,9f3512e8a34e1b02
F7_OLMS,Davis Aircrafts Products,Bohemia ,NY,11716,31,66,Local 1102 RWDSU 1102,12614,RWDSU,Private,PRIVATE,11/3/2021,F7_FILING,,d6d7f21b809985ed
F7_OLMS,DAVIS AIRCRAFT PRODUCTS CO,BOHEMIA,NY,11716,31,66,RWDSU/UFCW Local 1102,12614,RWDSU,Private,PRIVATE,11/7/2017,F7_FILING,,d9657c9b1d586ed7
F7_OLMS,King Street Rehab,Rye,NY,10573,72,66,UCFW 2013,60069,UFCW,Private,PRIVATE,1/3/2018,F7_FILING,,68b53f8e52e8646b
F7_OLMS,Martin Greenfield Clothes,Brooklyn,NY,11206,31,66,"NYNJ Regional Joint Board, Workers United 4-63",,,Private,,2/4/2019,F7_FILING,,57ba7e6afd15139a
F7_OLMS,KTTV/KCOP Engineering,New York,NY,10036,71,66,"NABET-CWA, AFL-CIO 59053",26313,CWA,Private,OTHER,4/23/2020,F7_FILING,,bcfb74e93ef68b1f
F7_OLMS,WPIX INC (Tribune Co.),New York,NY,10017,71,66,RTBE/IBEW-1212 ,23713,IBEW,Private,PRIVATE,4/22/2014,F7_FILING,,c5901cc770de9717
F7_OLMS,Touch Point @ Lourdes,Rye Brook,NY,10573,81,66,SEIU-200 United,,,Private,,3/7/2014,F7_FILING,,34b3f81ac5ae9784
F7_OLMS,Bimbo Bakery,Olean,NY,14760,31,66,BCTGM 6,18158,BCTGMI,Private,OTHER,6/2/2021,F7_FILING,,05d9f7e10322c465
F7_OLMS,All City Care,Bronx,NY,10466,62,66,SEIU/UHWE-1199,,,Private,,12/22/2016,F7_FILING,,8d52f805acc43ccd
F7_OLMS,PACOA,Port Washington,NY,11050,31,66,UFCW  2013,60069,UFCW,Private,PRIVATE,3/4/2020,F7_FILING,,11f5f81fb9788e28
F7_OLMS,ARMA CONTAINER CORPORATION - INSIDE,DEER PARK,NY,11729,,66,INTERNATIONAL BROTHERHOOD OF TEAMSTERS 813,36119,IBT,Private,PRIVATE,6/21/2019,F7_FILING,,db0073e0b16a460a
F7_OLMS,Kosher Garden DBA Pomegranate Supermarket,Brooklyn,NY,11230,44,66,United Production Workers Union 17-18,32497,WU,Private,OTHER,8/30/2021,F7_FILING,,dc06f4e4aeb45f66
F7_OLMS,"Kamco Supply Corp. Kamco LI, Kamco Corp I",Brooklyn,NY,11232,48,65,International Brotherhood of Teamsters Local 553,9344,IBT,Private,PRIVATE,8/28/2025,F7_FILING,,a3ab6b87ec654bfa
F7_OLMS,"S&J Sheetmetal Supply, Inc.",Bronx,NY,10454,23,65,Local 522 IBT of Peter Murphy 522,17806,IBT,Private,PRIVATE,3/16/2021,F7_FILING,,c81d7c5ce344e9a8
F7_OLMS,Frieslandcapina USA,Delhi,NY,13753,72,65,IBT Council 18-693,24316,IBT,Private,PRIVATE,11/6/2012,F7_FILING,,0503273a047c9c7f
F7_OLMS,Interface Solutions,Beaver Falls,NY,13327,31,65,USW-1799,59418,USW,Private,PRIVATE,7/9/2012,F7_FILING,,8a9dfb3f4c020914
F7_OLMS,Key Container Corp.,East Meadow,NY,11554,31,65,USW-1410 District 4,68529,USW,Private,PRIVATE,2/25/2013,F7_FILING,,a7a1f31fe9c40c1b
F7_OLMS,WIRED (Conde Nast),New York,NY,10007,,65,NewsGuild of New York 31003,3705,CWA,Private,OTHER,5/27/2022,F7_FILING,,de0938637d59f483
F7_OLMS,Guilfoyle Ambulance,Watertown,NY,13601,81,65,SEIU 200United,,,Private,,3/10/2022,F7_FILING,,420b311183b5e211
F7_OLMS,Joralemon Dental Services,New York,NY,10007-1001,81,65,OPEIU Local 153,19065,OPEIU,Public,PUBLIC_SECTOR,7/24/2018,F7_FILING,,5cd18cdfbf5476a1
F7_OLMS,The Performing Arts Center of Suffolk County ,Bellport,NY,11713-2532,71,65,Actors' Equity Association ,,,Private,,8/2/2022,F7_FILING,,b0c12a668289e443
F7_OLMS,Oak View Group dba UBS Arena,Elmont,NY,11003,,65,AMALGAMATED LOCAL 22 ,,,Private,,10/2/2023,F7_FILING,,c371d0ac83161cb6
F7_OLMS,New York University School of Medicine NYU Longone Medical Center,New York,NY,10016,62,65,SEIU/DC-10MD,537311,SEIU,Public,PUBLIC_SECTOR,5/25/2012,F7_FILING,,bdfd80870fce32f7
F7_OLMS,Roosevelt Island Medical Associates (RIMA),Roosevelt Island,NY,10044,62,65,SEIU/DC-10MD,537311,SEIU,Public,PUBLIC_SECTOR,3/27/2012,F7_FILING,,2a7e354d074c564d
F7_OLMS,Country Markets of Westchester LTD. ,Eastchester ,NY,10709,44,65,RWDSU / UFCW-338,11901,RWDSU,Private,PRIVATE,8/16/2011,F7_FILING,,d4c4619f1d945033
F7_OLMS,Lambda Legal,New York,NY,10005,62,65,"Washington-Baltimore News Guild, AFL-CIO, CLC 32035",38522,CWA,Private,OTHER,4/27/2022,F7_FILING,,5bafa992f933101a
F7_OLMS,Basketball Services Corp.,New York,NY,11566,71,65,National Basketball Referees Association ,,,Private,,8/1/2022,F7_FILING,,f2a37789f134a0e8
F7_OLMS,Apple Studios LLC,Astoria,NY,11106,,65,IATSE Local 161 ,23959,IATSE,Private,PRIVATE,9/10/2025,F7_FILING,,49998d12ccfbb9f7
F7_OLMS,US Dept of Army Installation Mgmt Agency-Directorate of Emergency Svcs.,Fort Drum,NY,13602-5100,92,65,AFGE,,,Private,,1/18/2010,F7_FILING,,0c5668c9b8f0e876
F7_OLMS,Visiting Nurse Association of Albany Inc. - NYSUT Healthcare Professionals @ VNA of Albany Inc.,Albany,NY,12206,62,65,FNHP Albany VNA Chapter-10-275,,,Private,,1/28/2013,F7_FILING,,3e6655472bbec1a7
F7_OLMS,Actor's Equity,New York,NY,10036,,65,SEIU 1,23715,SEIU,Public,PUBLIC_SECTOR,10/16/2017,F7_FILING,,ecafe6437c4c8957
F7_OLMS,Carthage Area Hospital (Prof/Tech),Carthage,NY,13619-9703,62,65,SEIU/UHWE-1199,,,Private,,11/15/2010,F7_FILING,,9ce180f01eebb693
F7_OLMS,El Diario La Prensa,Brooklyn,NY,11201,51,65,Newspaper Guild of NY-31003,3705,CWA,Private,OTHER,3/31/2011,F7_FILING,,dadc0aa3ac734deb
F7_OLMS,Lydall Thermal/Acoustical Inc. - Green Island Operation,Green Island,NY,12183-1113,31,65,USW-17,,,Private,,1/17/2012,F7_FILING,,3982bd277c616910
F7_OLMS,Institute of Culinary Education Inc.,New York,NY,10281,,65,United Federation of Teachers-2,,,Private,,1/30/2017,F7_FILING,,26c9c944ca59cc37
F7_OLMS,Best Metropolitan Towel & Linen Co.,Hempstead,NY,11550,,65,Laundry Distribution & Food Service Joint Board ,,,Private,,9/9/2025,F7_FILING,,bb8661460fdaf906
F7_OLMS,Knowlton Specialty Paper,Watertown,NY,13601,31,65,United Steelworkers 01450,54910,USW,Private,PRIVATE,2/14/2019,F7_FILING,,0bb529a4cdc1296f
F7_OLMS,"Master Insulators Association of Rochester, NY",Rochester,NY,14611,23,65,AWIU-26,542927,HFIA,Private,OTHER,3/29/2011,F7_FILING,,f0a01b5302002877
F7_OLMS,"Tara Cares, LLC Brandon Nursing & Rehabilitati",Orchard Park,NY,14127,62,65,United Food & Commercial Workers Union 1529,33946,UFCW,Private,PRIVATE,10/19/2018,F7_FILING,,91e61d8643562193
F7_OLMS,Vantage Management Services LLC,Long Island City,NY,11101,53,65,IAMAW-Lodge 15,,,Private,,1/18/2010,F7_FILING,,c32cabed9a97740c
F7_OLMS,"Walton's Big ""M""",Walton,NY,13856-1020,44,65,UFCW Local 1,,,Private,,5/30/2018,F7_FILING,,13b5a475005bff43
F7_OLMS,Birch Family Services-Susser,New York,NY,10001,81,65,UFT Local 2,,,Private,,4/3/2019,F7_FILING,,f460a9a06530e622
F7_OLMS,Touch Point @ Lourdes,Syracuse,NY,13201,81,65,SEIU-200 United,,,Private,,1/18/2013,F7_FILING,,08c29e720d317857
F7_OLMS,"Kamco Supply Corp, Kamco LI, Kamco Corp. 1",Brookln,NY,11232,48,65,Teamsters 807,6300,IBT,Private,PRIVATE,9/16/2020,F7_FILING,,9c5ad11ae9f4072b
F7_OLMS,PRG Scenic Technologies of New York,New Windsor,NY,12553,71,65,IATSE Local 311,40863,IATSE,Private,PRIVATE,9/17/2018,F7_FILING,,07c04d76b9f82d8b
F7_OLMS,QACC ALP Home Care LLC (HHA's),Elmhust,NY,11373,62,65,UFCW 2013,60069,UFCW,Private,PRIVATE,3/1/2019,F7_FILING,,5ef109b8a5f092f1
F7_OLMS,Gourmet Glattt - Brooklyn,Brooklyn,NY,11218,44,65,United Production Workers Union 17-18,32497,WU,Private,OTHER,2/9/2018,F7_FILING,,5975de55ef39131c
F7_OLMS,Preferred Meals Systems Inc.,Brooklyn,NY,11220,48,65,UPWU-17-18,,,Private,,4/24/2017,F7_FILING,,f60aced9bd59eeae
F7_OLMS,Teva Pharmaceuticals,Pomona,NY,10970,31,65,USW-4-149,5362,USW,Private,PRIVATE,1/16/2014,F7_FILING,,57d3de8db96cdedf
F7_OLMS,Absolut of Westfield,Westfield,NY,14787,62,65,SEIU/UHWE -1199,,,Private,,12/24/2013,F7_FILING,,0c32d67d84e0fe8f
F7_OLMS,Guilfoyle Ambulance Service,Watertown,NY,13601,,65,Service Employees International Union 200United,,,Private,,3/4/2025,F7_FILING,,d2218beec2b235b7
F7_OLMS,Priority Ambulance New York 0/B/A Lake Valley EMS,Amsterdam,NY,12010,62,65,United Professional and Service Employees Union Local 1222 ,,,Private,,10/3/2024,F7_FILING,,15f13cb2aa1aa893
F7_OLMS,Planned Parenthood of Central and WNY (East. P&NP),Rochester,NY,14605,62,65,Communications Workers of America 1168,515463,CWA,Private,OTHER,9/27/2021,F7_FILING,,ba0f256d49630dca
F7_OLMS,Alice Hyde Medical Center,Malone,NY,12953,62,65,New York State Nurses Association ,,,Private,,6/26/2025,F7_FILING,,d186956ab361be57
F7_OLMS,Pepsi Beverages Company,Somers,NY,10589,48,65,IBT-317,48830,IBT,Private,PRIVATE,12/6/2013,F7_FILING,,cd8c54dd141d9423
F7_OLMS,Associated Corset & Brassiere Association,New York,NY,10018-3366,31,65,WU-62-32,43970,WU,Private,OTHER,2/22/2010,F7_FILING,,e263dc93975cd7d5
F7_OLMS,Donato Marangi Inc. Cottage Carting Inc and Advanced Waste d/b/a Marangi Disposal,Valley Cottage,NY,10989-2017,56,65,LIUNA-108,541709,LIUNA,Private,PRIVATE,8/16/2011,F7_FILING,,e50713fce0ede566
F7_OLMS,S&J Sheetmetal Company,Bronx,NY,10454-4606,23,65,IBT-522,17806,IBT,Private,PRIVATE,2/27/2013,F7_FILING,,631ddfd150358816
F7_OLMS,Lenox Hill Neighborhood House,New York,NY,10021,62,64,SEIU/UHWE-1199,,,Private,,7/3/2017,F7_FILING,,2c8d7aabc33c522d
F7_OLMS,Mt. Sinai St. Lukes/Mt. Sinai West,New York,NY,10025,62,64,Special and superior Officers Benevolent Association ,,,Private,,10/24/2017,F7_FILING,,585b92b3906ec68c
F7_OLMS,VS Servicer Fishkill dba Taconic Nursing & Rehab,Fishkill,NY,12524,62,64,1199Service Employees International Union ,,,Private,,4/10/2025,F7_FILING,,99608ee15e8ed62f
F7_OLMS,VS Servicer at Beacon dba Taconic Nursing & Rehab,Beacon,NY,12508,62,64,1199Service Employees International Union ,,,Private,,4/10/2025,F7_FILING,,05cf95dd3ca3b2d8
F7_OLMS,The Eleanor Nursing Care Center,Hyde Park,NY,12538,62,64,SEIU 1199,,,Private,,5/27/2021,F7_FILING,,25d06340747f4de9
F7_OLMS,Centers Hammonton,Bronx,NY,10462,62,64,UFCW Local 312 312,544721,UFCW,Private,PRIVATE,1/30/2019,F7_FILING,,c5c28e40fac56342
F7_OLMS,"CBS Interactive, Inc.",New York,NY,10019,71,64,"Writers Guild of America East, AFL-CIO ",,,Private,,9/9/2025,F7_FILING,,02e134c3a58f63b3
F7_OLMS,Colony Club,New York,NY,10065-7367,72,64,Unite Here 6,28501,UNITHE,Private,OTHER,6/29/2021,F7_FILING,,81cc015eb5a5831c
F7_OLMS,Metz Culinary @ Niagara University,Niagara Falls,NY,14309,72,64,UFCW Local 1,,,Private,,5/30/2018,F7_FILING,,5ecec31f67732164
F7_OLMS,Compass Restaurant Associates at Federal Reserve ,Rye Brook,NY,10573,72,64,UNITE-HERE-100 ,515249,UNITHE,Private,OTHER,8/23/2017,F7_FILING,,649c530b4a56cd86
F7_OLMS,"Restaurant Depot - San Jose, CA",Whitestone ,NY,11357,42,64,UFCW 2013,60069,UFCW,Private,PRIVATE,6/29/2020,F7_FILING,,5f1a667a1d635559
F7_OLMS,G & L Davis Meat Company Inc.,Liverpool,NY,13088,31,64,UFCW-1,,,Private,,7/12/2011,F7_FILING,,442f90ef2631120a
F7_OLMS,"Restaurant Depot - Alexandria, VA",College Point,NY,11356,72,64,UFCW 2013,60069,UFCW,Private,PRIVATE,11/1/2017,F7_FILING,,8d18dc12a638efae
F7_OLMS,The Eleanor Nursing Home,Hyde Park,NY,12538,62,64,1199 SEIU ,,,Private,,6/4/2021,F7_FILING,,f1019157223076f7
F7_OLMS,Winthrop University Hospital,Long Island City ,NY,11101,62,64,IBT-810,35479,IBT,Private,PRIVATE,5/24/2011,F7_FILING,,b82c159183b81d85
F7_OLMS,Onondaga Center,Minoa,NY,13116,62,64,1199SEIU United Healthcare Workers East 1199,,,Private,,7/22/2020,F7_FILING,,f98e80cf9bc8d5d2
F7_OLMS,"Mobilization For Justice, f/k/a MFY Legal Services",New York,NY,10038,54,64,"Legal Services Staff Services Association, NOLSW, AFL-CIO 2320",,,Private,,11/2/2017,F7_FILING,,20c2faa5b59413dc
F7_OLMS,Faxton St. Lukes Healthcare - LPN Tech-Faxton Camp,New Hartford,NY,13413,62,64,CWA-1126,55919,CWA,Private,OTHER,3/9/2017,F7_FILING,,d17688f2db2b50a9
F7_OLMS,LifeWorks Community Action Head Start Program,Ballston Spa,NY,12020,61,64,"Civil Service Employees Association, Inc. AFSCME Local 1000, AFL-CIO 754",544378,AFSCME,Public,PUBLIC_SECTOR,4/2/2021,F7_FILING,,a08d8004549eaa1b
F7_OLMS,Intrepid Sea Air & Space Museum (Maintenance CBA Agreement),New York,NY,10036,71,64,ILA-1909,515233,ILA,Private,OTHER,7/13/2017,F7_FILING,,eabbae288ec722a8
F7_OLMS,"Sharp Entertainment, LLC",New York,NY,10001,71,64,Writers Guild of America East Inc. N/A,,,Private,,2/6/2020,F7_FILING,,5be49e140c8684f9
F7_OLMS,Colonial Park,Rome,NY,13440,62,64,1199SEIU United Healthcare Workers East 1199,,,Private,,4/30/2021,F7_FILING,,917e822b9965096b
F7_OLMS,Dennelisse,New York,NY,10016,62,64,UFCW Local 312 312,544721,UFCW,Private,PRIVATE,5/1/2019,F7_FILING,,e162a233cea93956
F7_OLMS,"AFSCME, DISTRICT COUNCIL 37",NEW YORK,NY,10007,81,64,Office & Professional Employees International Union 153,19065,OPEIU,Public,PUBLIC_SECTOR,3/18/2022,F7_FILING,,7562c83160fdeeb3
F7_OLMS,"Woodbrook Assisted Residence Living, Inc.",Elmira,NY,14904,62,63,CWA-1111,,,Private,,10/29/2012,F7_FILING,,0aeb4f87f864a505
F7_OLMS,The Village of Orleans Health & Rehab Center,Albion,NY,14411,62,63,Civil Service Employees Association Inc. Local 1000 / AFSCME AFL-CIO Local 784,,,Private,,6/17/2019,F7_FILING,,4571a6540bb79979
F7_OLMS,VS Servicer at Ulster dba Taconic Nursing & Rehab,Highland,NY,12528,62,63,1199Service Employees International Union ,,,Private,,4/10/2025,F7_FILING,,53a682c27256a0f8
F7_OLMS,Central Park North Meat,New York,NY,10026,44,63,U.F.C.W Local 342 342,,,Private,,8/31/2018,F7_FILING,,9f17aeec4cb9cb61
F7_OLMS,Matt Brewing Company,Utica,NY,13501,48,63,International Brotherhood of Teamsters 294,42415,IBT,Private,PRIVATE,5/24/2018,F7_FILING,,2c517d8ca70afa9f
F7_OLMS,Absolut at Gasport,Gasport,NY,14067,62,63,SEIU/UHWE-1199,,,Private,,1/4/2017,F7_FILING,,213ac9c366cf8bd3
F7_OLMS,Lake Beverage Corp,W. Henrietta,NY,14586,31,63,Teamsters Local 118  118,1802,IBT,Private,PRIVATE,9/20/2021,F7_FILING,,ebf39c9ee2a95297
