employer_name,city,state,zip,naics,sector,employer_type,workers,union_names,union_count,affiliation,latest_date,time_period,data_sources,source_count,location_count,locations,canonical_group_id,ein,is_public_company,is_federal_contractor,primary_source,employer_id
Crescent Duck Processing,Aquebogue,NY,11931,31,Private,SINGLE_EMPLOYER,50,United Food & Commercial Workers 342,1,,2024-10-31,Current,F7,0,1,Aquebogue,,,,,F7_OLMS,755497e77bed3b2f
RCA Healthcare Mgmt. - Pro-Tech Unit,Buffalo,NY,14225,62,Private,SINGLE_EMPLOYER,50,Service Employees International Union/United Healthcare Workers East 1199,1,,2023-01-19,Current,F7,0,1,Buffalo,,,,,F7_OLMS,f069524770d8beeb
Compass Group at Lasell College,Rye Brook,NY,10573,72,Private,SINGLE_EMPLOYER,50,New England Joint Board Unite Here 281,1,UNITHE,2024-05-29,Current,F7,0,1,Rye Brook,,,,,F7_OLMS,b704fe18e78cf3fd
"Collins Building Services, Inc. (CBS) - Expiration of Industry City - 220 36th Street AGR",Long Island City,NY,11101,,Private,SINGLE_EMPLOYER,50,Service Employees International Union 32BJ,1,,2024-10-25,Current,F7,0,1,Long Island City,,,,,F7_OLMS,a7cee1773b7e03aa
Dakota Supply Corp.,Montrose,NY,10548,23,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 456,1,IBT,2024-03-18,Current,F7,0,1,Montrose,,,,,F7_OLMS,12a449a9756d3916
Davis Standard LLC,Fulton,NY,13069,31,Private,SINGLE_EMPLOYER,50,"United Steel, Paper & Forestry, Rubber, Manufacturing, Energy, Allied Industrial & Service Workers International Union AFL-CIO 14532-21",1,USW,2025-06-05,Current,"F7, OSHA",1,1,Fulton,,,,,F7_OLMS,b4485ae3c28b31d4
Climax Manufacturing Co. - Packaging Division,Lowville,NY,13367-2926,31,Private,SINGLE_EMPLOYER,50,IBT Teamsters -955,1,IBT,2012-02-14,Historical,F7,0,1,Lowville,,,,,F7_OLMS,94b23dffe6a9aff7
DiBernardo Tile & Marble Co.,Albany,NY,12205-4945,23,Private,SINGLE_EMPLOYER,50,BAC -2 NY/VT,1,,2011-02-14,Historical,F7,0,1,Albany,,,,,F7_OLMS,a9a1cbc4833a46da
Riverdale Nursing Home,bronx,NY,10463,62,Private,SINGLE_EMPLOYER,50,1199Service Employees International Union 1199,1,,2023-01-24,Current,"F7, OSHA, WHD, Mergent",3,1,bronx,,,,,F7_OLMS,c3c9d05fcde64713
"Chartwells School Dining, Div. of Compass Group",Rye Brook,NY,10573,72,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 469,1,IBT,2023-03-14,Current,F7,0,1,Rye Brook,,,,,F7_OLMS,e3c812514eaf5b22
Central Moving & Storage,New York,NY,10018,48,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 814,1,IBT,2025-02-19,Current,"F7, OSHA",1,1,New York,,,,,F7_OLMS,282a2fc50db912e2
Village of Westfield,Westfield,NY,14787,,Private,SINGLE_EMPLOYER,50,International Brotherhood of Electrical Workers 459,1,IBEW,2023-11-20,Current,"F7, OSHA, WHD, SAM",3,1,Westfield,,,,,F7_OLMS,a912d6cbdbe8724a
Waterview Hills Rehabilitation and Healthcare ,Purdys ,NY,10578,62,Private,SINGLE_EMPLOYER,50,1199SEIU United Healthcare Workers East  ,1,,2021-09-28,Current,F7,0,1,Purdys ,,,,,F7_OLMS,0502be8038fbb395
"WESTCHESTER TOYOTA, INC.",YONKERS,NY,10704,,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 810,1,IBT,2024-03-20,Current,"F7, OSHA, Mergent",2,1,YONKERS,,,,,F7_OLMS,fc70edbd45a33c48
Campus Dining Services by Compass Group,Rye Brook,NY,10573,72,Private,SINGLE_EMPLOYER,50,Retail Wholesale & Department Store Union/United Food & Commercial Workers 1102,1,RWDSU,2024-09-23,Current,F7,0,1,Rye Brook,,,,,F7_OLMS,06b8e13a3137e9f7
"Kings Material CO, INC",Brooklyn,NY,11218-4403,23,Private,SINGLE_EMPLOYER,50,IBT-1205,1,IBT,2010-09-28,Historical,"F7, OSHA",1,1,Brooklyn,,,,,F7_OLMS,0d32ee3f6011b655
Alexas Food Corp.,Brooklyn,NY,11215,44,Private,SINGLE_EMPLOYER,50,Retail Wholesale & Department Store Union 338,1,RWDSU,2024-10-07,Current,F7,0,1,Brooklyn,,,,,F7_OLMS,b6f27a478f10707f
APICHA Community Health Center,New York,NY,10013,62,Private,SINGLE_EMPLOYER,50,1199Service Employees International Union/United Healthcare Workers West ,1,,2023-06-30,Current,"F7, OSHA, NLRB, SAM",3,1,New York,,,,,F7_OLMS,5963ac93eda79b61
Carroll Small Repairs,Monroe,NY,10950,23,Private,SINGLE_EMPLOYER,50,BAC -2 NY/VT,1,,2011-02-10,Historical,F7,0,1,Monroe,,,,,F7_OLMS,7eaea3a9e79dce8d
ADAPT Community Network - William O'Connor Midwood,New York,NY,10038,62,Private,SINGLE_EMPLOYER,50,United Federation of Teachers ,1,,2024-03-19,Current,F7,0,1,New York,,,,,F7_OLMS,f9ecdd013a936258
Leva Bros. Tile & Marble (of Vestal),Vestal,NY,13850,23,Private,SINGLE_EMPLOYER,50,BAC -2 NY/VT,1,,2013-01-14,Historical,F7,0,1,Vestal,,,,,F7_OLMS,5ae43b4853dc9103
Liberty Chevrolet Corporation d/b/a Bronx Honda,Bronx,NY,10461,,Public,SINGLE_EMPLOYER,50,United Automotive Sales & Service Employees Union Local No. 1A ,1,SEIU,2023-05-24,Current,F7,0,1,Bronx,,,,,F7_OLMS,5dcc82d916f3f13e
ChemTrade Solutions LLC,Solvay,NY,13209,31,Private,SINGLE_EMPLOYER,50,"United Steel, Paper & Forestry, Rubber, Manufacturing, Energy, Allied Industrial & Service Workers International Union District 11 AFL-CIO 12623-01",1,USW,2023-03-29,Current,"F7, OSHA",1,1,Solvay,,,,,F7_OLMS,e780cb700841110d
City Hauling LLC,Somers,NY,10589,,Private,SINGLE_EMPLOYER,50,International Brotherhood Of Teamsters 456,1,IBT,2022-10-06,Current,F7,0,1,Somers,,,,,F7_OLMS,ed6fd61dc2fbf671
"LIR8A, LLC. dba Audi Great Neck",Great Neck,NY,11021,44,Private,SINGLE_EMPLOYER,50,"United Automobile, Aerospace, & Agricultural Implement Workers of America 259",1,UAW,2024-04-24,Current,F7,0,1,Great Neck,,,,,F7_OLMS,b4bc5e026ac0e116
Loiz Bronz Children's Center,White Plains,NY,10607,,Public,SINGLE_EMPLOYER,50,"District Council 37, AFSCME 205",1,AFSCME,2024-01-30,Current,F7,0,1,White Plains,,,,,F7_OLMS,21963378fa557f33
Clancy Cullen Moving & Storage,Elmsford,NY,10523,48,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 814,1,IBT,2025-02-19,Current,F7,0,1,Elmsford,,,,,F7_OLMS,5d107a37d8257bd4
LONG ISLAND PIPE FABRICATION,GARDEN CITY,NY,11530,31,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters LOCAL 202,1,IBT,2024-11-25,Current,F7,0,1,GARDEN CITY,,,,,F7_OLMS,c8a2c52b0d6dbcde
92nd Street Y,New York,NY,10128,,Public,SINGLE_EMPLOYER,50,"District Council 37, AFSCME 215",1,AFSCME,2024-11-21,Current,F7,0,1,New York,,,,,F7_OLMS,def87f3e9a59a6f0
Eastern Contractors Association and Albany Tile Contractors ,Albany,NY,12205,23,Private,SINGLE_EMPLOYER,50,BAC -2 NY/VT,1,,2012-01-17,Historical,F7,0,1,Albany,,,,,F7_OLMS,7e762888106d9e96
Empower - Children's Academy,Niagara Falls,NY,14304,,Private,SINGLE_EMPLOYER,50,Service Employees International Union 200United,1,,2024-06-26,Current,"F7, 990",1,1,Niagara Falls,,270678797,,,F7_OLMS,387229019ccae4c5
Guardian Security Services - (Expiration of the 2021-2024 Security Riders AGRS),New York,NY,10041,,Private,SINGLE_EMPLOYER,50,Service Employees International Union 32BJ,1,,2024-02-23,Current,F7,0,1,New York,,,,,F7_OLMS,6e398b9eac65f8ce
Harborside Productions LLC / John Engeman Theater,Northport,NY,11768,71,Private,SINGLE_EMPLOYER,50,American Federation Of Musicians 802,1,AFM,2024-10-02,Current,"F7, GLEIF",1,1,Northport,,,,,F7_OLMS,135008bc95153e80
21st Century optics,Long Island City,NY,11101,31,Private,SINGLE_EMPLOYER,50,Industrial Division Communications Workers of America AFL-CIO 81463,1,CWA,2024-04-11,Current,"F7, OSHA, Mergent",2,1,Long Island City,,,,,F7_OLMS,db56f88e09e859a8
 Jolly Masonry,Geneva,NY,14456,23,Private,SINGLE_EMPLOYER,50,BAC -2 NY/VT,1,,2013-01-11,Historical,"F7, OSHA",1,1,Geneva,,,,,F7_OLMS,41ba756ed1556074
New England Motor Freight (East Syracuse NY),East Syracuse,NY,13057,48,Private,SINGLE_EMPLOYER,50,IAMAW Local 447 District 15,1,IAM,2018-01-31,Historical,F7,0,1,East Syracuse,,,,,F7_OLMS,0a50333f3cd6e0c1
Jos. H Lowenstein & Sons,Brooklyn ,NY,11222,31,Private,SINGLE_EMPLOYER,50,"United Automobile, Aerospace, & Agricultural Implement Workers of America 2179",1,UAW,2024-05-21,Current,"F7, OSHA, NLRB",2,1,Brooklyn ,,,,,F7_OLMS,376514ceb302dc41
Niagara Falls Memorial Med Ctr-Primary Care Units,Niagara Falls,NY,14302,62,Private,SINGLE_EMPLOYER,50,SEIU/UHWE -1199,1,,2017-04-11,Historical,F7,0,1,Niagara Falls,,,,,F7_OLMS,8e181c69d2a35ae4
Joyce Theater Foundation,New York,NY,10011,71,Private,SINGLE_EMPLOYER,50,"International Alliance of Theatrical Stage Employees & Moving Picture, et al. One",1,,2024-02-05,Current,"F7, 990, SAM",2,1,New York,,133038262,,,F7_OLMS,0a4ee9c0175ceab7
King's Auto Group,Brooklyn,NY,11235,81,Private,SINGLE_EMPLOYER,50,IBT-202,1,IBT,2013-02-11,Historical,"F7, WHD",1,1,Brooklyn,,,,,F7_OLMS,f62e6fdc01d200c3
La Grenouille,New York,NY,10022,72,Private,SINGLE_EMPLOYER,50,Union Of Needletrades & Industrial Textile Employees Hotel Employees & Restaurant Employees Local 100,1,UNITHE,2024-07-25,Current,F7,0,1,New York,,,,,F7_OLMS,73456221b36fe1e3
"Zara USA, Inc.",New York,NY,10110,44,Private,SINGLE_EMPLOYER,50,United Food & Commercial Workers AFL-CIO Local 919,1,UFCW,2024-07-16,Current,"F7, Mergent",1,1,New York,,,,,F7_OLMS,59afface69542cfb
Propark Mobility,Whitestone,NY,11357,62,Private,SINGLE_EMPLOYER,50,1199Service Employees International Union/United Healthcare Workers West ,1,,2023-08-24,Current,F7,0,1,Whitestone,,,,,F7_OLMS,c8efcd38a8025bf6
Rachel Bridge Corporation,Brooklyn,NY,11219,,Private,SINGLE_EMPLOYER,50,Building Maintenance Employees Union 486,1,,2024-02-05,Current,F7,0,1,Brooklyn,,,,,F7_OLMS,0a470ff973049664
LARO SERVICE SYSTEMS INC,Bay Shore,NY,11706-1206,56,Private,SINGLE_EMPLOYER,50,USWU-811,1,USWU,2010-01-18,Historical,"F7, WHD",1,1,Bay Shore,,,,,F7_OLMS,0a370f786c54c76d
UNITEHERE150@igc.org,Syracuse,NY,13204,72,Private,SINGLE_EMPLOYER,50,Unite Here AFL-CIO 150,1,UNITHE,2024-02-07,Current,"F7, 990",1,1,Syracuse,,150277267,,,F7_OLMS,7de5da3863daabee
RiseBoro Community Partnership - Reopener on Health Insurance & transition to 32BJ Health Fund,Brooklyn,NY,11206,,Private,SINGLE_EMPLOYER,50,Service Employees International Union 32BJ,1,,2024-08-14,Current,F7,0,1,Brooklyn,,,,,F7_OLMS,d2a9999c4bec6983
Riverside Symphony Orchestra,New York,NY,10024,71,Private,SINGLE_EMPLOYER,50,American Federation Of Musicians 802,1,AFM,2024-06-20,Current,"F7, 990",1,1,New York,,842752407,,,F7_OLMS,fe66cb15ce2d124d
Staten Island University Hospital-Nurse Practitioners,Staten Island,NY,10305,62,Private,SINGLE_EMPLOYER,50,NYSNA Local,1,,2019-11-25,Historical,F7,0,1,Staten Island,,,,,F7_OLMS,592630ee7fbf03a5
"Sports Therapy and Rehabilitation Services, Inc.",Lake Success,NY,11042,62,Private,SINGLE_EMPLOYER,50,1199Service Employees International Union/United Healthcare Workers East 1199,1,,2022-09-21,Current,F7,0,1,Lake Success,,,,,F7_OLMS,c53d90e9bfd28648
South Shore Child Guidance Center,Freepoint,NY,11520,62,Private,SINGLE_EMPLOYER,50,Service Employees International Union/United Healthcare Workers East ,1,,2024-04-29,Current,"F7, 990, SAM",2,1,Freepoint,,111881881,,,F7_OLMS,0d4525b1c45b3285
Starrett City,Brooklyn,NY,11239,,Private,SINGLE_EMPLOYER,50,International Union of Operating Engineers AFL-CIO 30,1,IUOE,2023-10-17,Current,"F7, OSHA",1,1,Brooklyn,,,,,F7_OLMS,daef7a7cd3d1e6a5
SMYD Corp d/b/a Perry Market,Perry ,NY,14530,44,Private,SINGLE_EMPLOYER,50,United Food & Commercial Workers AFL-CIO One,1,,2023-06-15,Current,F7,0,1,Perry ,,,,,F7_OLMS,f453a33b573220e0
Silver Star Motors Inc.,Long Island City,NY,11101,44,Private,SINGLE_EMPLOYER,50,RWDSU/UFCW-1102,1,RWDSU,2011-08-22,Historical,"F7, OSHA, WHD",2,1,Long Island City,,,,,F7_OLMS,b75fb6129f597c40
ALBEST METAL CORP,BROOKLYN,NY,11211,,Private,SINGLE_EMPLOYER,50,International Brotherhood Of Teamsters 810,1,IBT,2022-11-23,Current,"F7, Mergent",1,1,BROOKLYN,,,,Y,F7_OLMS,5c8fb63b607bf6ee
SEVILLE CENTRAL MIX CORP (CRM),FREEPORT,NY,11520,23,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 282,1,IBT,2023-04-05,Current,"F7, Mergent",1,1,FREEPORT,,,,,F7_OLMS,975d049ad8f9b3fe
TEC CRETE TRANSIT MIX CORP (CRM),LONG ISLAND CITY,NY,11101,23,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 282,1,IBT,2023-04-05,Current,"F7, Mergent",1,1,LONG ISLAND CITY,,,,,F7_OLMS,b75982d4b4fe3169
"Second Stage Theatre, Inc. for Helen Hayes Theatre",New York,NY,10036,71,Private,SINGLE_EMPLOYER,50,"International Alliance of Theatrical Stage Employees Theatrical Protective Union, Local One ",1,,2022-12-21,Current,F7,0,1,New York,,,,,F7_OLMS,bcdb1334f19cbe73
"Sealift, Inc",Oyster Bay,NY,11771,48,Private,SINGLE_EMPLOYER,50,Seafarers International Union Of North America ,1,,2024-05-03,Current,"F7, SAM, Mergent",2,1,Oyster Bay,,,,,F7_OLMS,73321f65bed997c3
"Schahet Hotels, LLC",Schenectady,NY,12305,72,Private,SINGLE_EMPLOYER,50,Rochester Regional Joint Board - Workers United 471,1,WU,2024-10-07,Current,F7,0,1,Schenectady,,,,,F7_OLMS,de6f2852a84bae20
"James Ross & Son Contractors, Inc.",Syracuse,NY,13203,23,Private,SINGLE_EMPLOYER,50,BAC -2 NY/VT,1,,2011-03-09,Historical,"F7, OSHA",1,1,Syracuse,,,,,F7_OLMS,cc3fdfde8e43918d
"The Rogosin Institute, Inc.",New York,NY,10021,62,Private,SINGLE_EMPLOYER,50,Service Employees International Union Healthcare ,1,,2024-01-17,Current,"F7, OSHA, 990, SAM",3,1,New York,,,,Y,F7_OLMS,7897f48d39f06681
Northwell Health,New Hyde Park,NY,11042,,Private,SINGLE_EMPLOYER,50,1199Service Employees International Union/United Healthcare Workers East ,1,,2022-09-08,Current,"F7, OSHA, NLRB, 990, SAM, Mergent",5,1,New Hyde Park,,273957752,,,F7_OLMS,45d771bed1ea9f77
Onondaga County Convention Center,Syracuse,NY,13202,71,Private,SINGLE_EMPLOYER,50,International Union of Operating Engineers Stationary Engineers AFL-CIO 158 S,1,IUOE,2024-10-07,Current,"F7, OSHA",1,1,Syracuse,,,,,F7_OLMS,9cb08a5f25fda774
Penguin Broadway Maintenance,New York,NY,10001,54,Private,SINGLE_EMPLOYER,50,International Brotherhood of Electrical Workers 3,1,,2024-03-19,Current,F7,0,1,New York,,,,,F7_OLMS,0c2fd2985de04529
Midland Steel Warehouse Corp,Bronx,NY,10474,48,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters Local 202,1,IBT,2024-08-08,Current,F7,0,1,Bronx,,,,,F7_OLMS,9cacd274112faa5a
RTC (American Airlines Theatre),New York,NY,10036,71,Private,SINGLE_EMPLOYER,50,"Theatrical Protective Union, Local No. One, I.A.T.S.E. ",1,,2022-08-05,Current,F7,0,1,New York,,,,,F7_OLMS,98770c20e135ac2d
Metropolitan Opera (Associate Musicians),New York,NY,10023,71,Private,SINGLE_EMPLOYER,50,American Federation of Musicians 802,1,AFM,2025-04-17,Current,F7,0,1,New York,,,,,F7_OLMS,267bf247a2db8313
"WIVB-TV/Nexstar Media Group, Inc.",Buffalo,NY,14207,,Private,SINGLE_EMPLOYER,50,Screen Actors Guild-American Federation of Television & Radio Artists ,1,,2023-04-28,Current,F7,0,1,Buffalo,,,,,F7_OLMS,af7ddb84fe70aeee
WELLWOOD CEMETERY ASSOCIATION,FARMINGDALE,NY,11735,,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 810,1,IBT,2024-05-20,Current,"F7, 990",1,1,FARMINGDALE,,131462845,,,F7_OLMS,e0a5bff7aa078c41
Streamline Plastics Co Inc.,Bronx,NY,10451-6014,31,Private,SINGLE_EMPLOYER,50,AITNWA-223,1,,2011-09-19,Historical,F7,0,1,Bronx,,,,,F7_OLMS,6465380ff7528089
Barr Transportation Corporation ,Auburn ,NY,13021,,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 002128630,1,,2024-06-17,Current,"F7, Mergent",1,1,Auburn ,,,,,F7_OLMS,13f3b085414ca49e
"Bay Ridge Volvo America, Inc.",Brooklyn ,NY,11209,,Public,SINGLE_EMPLOYER,50,United Automotive Sales & Service Employees Union 1A,1,SEIU,2023-11-03,Current,F7,0,1,Brooklyn ,,,,,F7_OLMS,21f9b25461ef7211
Be Our Guest,Buffalo,NY,14203,71,Private,SINGLE_EMPLOYER,50,International Alliance of Theatrical Stage Employees/Theatrical Stagehands 10,1,,2023-05-09,Current,F7,0,1,Buffalo,,,,,F7_OLMS,f9febb3579614a6e
Benchemark Printing,Schenectady,NY,12308,31,Private,SINGLE_EMPLOYER,50,Printing Packaging Production Workers of North America 1-L,1,,2023-10-23,Current,"F7, SAM, Mergent",2,1,Schenectady,,,,,F7_OLMS,4f74c8694a762e41
"WRS Environmental Services, Inc",Yaphank,NY,11980,23,Private,SINGLE_EMPLOYER,50,International Brotherhood Of Electrical Workers 1049,1,IBEW,2022-11-07,Current,"F7, OSHA, WHD, 990, SAM, SEC, Mergent",6,1,Yaphank,,112451332,,Y,F7_OLMS,6933ab0da80f3a35
Blue Pearl Hospitality D/B/A Hilton Long Island,Melville,NY,11747,72,Private,SINGLE_EMPLOYER,50,Retail Wholesale & Department Store Union/United Food & Commercial Workers 1102,1,RWDSU,2024-09-23,Current,F7,0,1,Melville,,,,,F7_OLMS,c939ef96fc565f35
REINAUER TRANSPORTATION ,Staten Island,NY,10302,,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 25,1,,2023-03-17,Current,F7,0,1,Staten Island,,,,,F7_OLMS,e502160e475d18bb
Sheet Metal Workers' Local Union 28,New York,NY,10013,23,Private,SINGLE_EMPLOYER,50,Sheet Metal Workers ,1,,2022-11-21,Current,"F7, 990",1,1,New York,,132954115,,,F7_OLMS,5a6bd0bad51a8488
Jamesville-Dewitt CSD - Transportation,Dewitt,NY,13214,,Private,SINGLE_EMPLOYER,50,Service Employees International Union 200United,1,,2022-12-06,Current,F7,0,1,Dewitt,,,,,F7_OLMS,72d67b68e7ca538e
"ISP Millwork, LLC",Ronkonkoma,NY,11779,61,Private,SINGLE_EMPLOYER,50,North Atlantic States Regional Council of Carpenters Local 51,1,CJA,2024-09-05,Current,"F7, Mergent",1,1,Ronkonkoma,,,,,F7_OLMS,d0c4a53421e25270
Scanga Woodworking Corp General Millwork Agreement,Cold Spring,NY,10516,31,Private,SINGLE_EMPLOYER,50,North Atlantic States Regional Council of Carpenters Local 51,1,CJA,2024-11-04,Current,F7,0,1,Cold Spring,,,,,F7_OLMS,e539c5f2b4942ae6
Iroquois Bar (North/Amherst) (South/Lackawanna),Lackawanna,NY,14218,23,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 449,1,IBT,2025-02-11,Current,F7,0,1,Lackawanna,,,,,F7_OLMS,bec4d3256cd49307
Martin Greenfield Clothiers,Brooklyn,NY,11206,31,Private,SINGLE_EMPLOYER,50,Workers United NY NJ Joint Regional Board 4 & 63,1,,2023-12-21,Current,"F7, Mergent",1,1,Brooklyn,,,,,F7_OLMS,2e08721f1cc3f73e
New York City Opera,New York,NY,10019,71,Private,SINGLE_EMPLOYER,50,"Transport Workers Union Local 764, IATSE",1,IATSE,2024-09-16,Current,"F7, OSHA, 990, SAM",3,1,New York,,522158599,,Y,F7_OLMS,9c8b34554fa0d55c
EFCO PRODUCTS INC.,POUGHKEEPSIE,NY,12601,72,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 445,1,IBT,2023-10-12,Current,"F7, OSHA, SEC, Mergent",3,1,POUGHKEEPSIE,,371931498,,,F7_OLMS,b3bdb24a635c691f
System Freight,Syracuse,NY,13204,48,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 317,1,IBT,2023-06-09,Current,F7,0,1,Syracuse,,,,,F7_OLMS,9708e7d7bc89dae5
County Agency /Esplande,Brooklyn ,NY,11211,62,Private,SINGLE_EMPLOYER,50,UFCW-2013,1,UFCW,2017-09-08,Historical,F7,0,1,Brooklyn ,,,,,F7_OLMS,bcceab44548f94f8
Compass - SSC,Rye Brook,NY,10573,,Private,SINGLE_EMPLOYER,50,Service Employees International Union 200United,1,,2022-09-16,Current,F7,0,1,Rye Brook,,,,,F7_OLMS,bcb04c41cca94a24
Clarkson University,Potsdam,NY,13699,61,Private,SINGLE_EMPLOYER,50,Civil Service Employees Association Local 752,1,,2023-10-25,Current,"F7, SAM",1,1,Potsdam,,,,Y,F7_OLMS,4f3d276e278b75f1
Realty Advisory Board,New York,NY,10119,53,Private,SINGLE_EMPLOYER,50,International Union of Painters & Allied Trades ,1,,2023-09-12,Current,F7,0,1,New York,,,,,F7_OLMS,caa1a5026eba7899
MSG National Properties,New York,NY,10121,71,Private,SINGLE_EMPLOYER,50,TWU/IATSE Local 764,1,IATSE,2019-03-05,Historical,"F7, WHD",1,1,New York,,,,,F7_OLMS,063cb8a95acd2594
Mrs. Green's Natural Markets,Scarsdale,NY,10583-5025,44,Private,SINGLE_EMPLOYER,50,UFCW-888,1,,2010-01-18,Historical,"F7, OSHA, WHD",2,1,Scarsdale,,,,,F7_OLMS,1300b9445878d006
B-S Industrial Contractor,Gouverneur,NY,13642,23,Private,SINGLE_EMPLOYER,50,BAC -2 NY/VT,1,,2011-03-09,Historical,F7,0,1,Gouverneur,,,,,F7_OLMS,f3fc81b9642804c5
Concrete Restoration & Protection,Syracuse,NY,13206-0165,23,Private,SINGLE_EMPLOYER,50,BAC -2 NY/VT,1,,2011-03-09,Historical,"F7, OSHA",1,1,Syracuse,,,,,F7_OLMS,5376a1fdca73f1b5
Motion Picture Theatrical and TV Series Production Agt./Digital Supplement Agt.,New York,NY,10036,71,Private,SINGLE_EMPLOYER,50,MPSSPOC/IATSE Local 161,1,IATSE,2018-12-18,Historical,F7,0,1,New York,,,,,F7_OLMS,11f6b087890a871c
Mostly Mozart Festival,New York,NY,10023,71,Private,SINGLE_EMPLOYER,50,American Federation Of Musicians/American Music Association Local802,1,AFM,2023-01-31,Current,F7,0,1,New York,,,,,F7_OLMS,99a10d0a3783539c
Volpe Electric,Brooklyn,NY,11231,54,Private,SINGLE_EMPLOYER,50,International Brotherhood of Electrical Workers 3,1,,2024-03-19,Current,"F7, OSHA, WHD",2,1,Brooklyn,,,,,F7_OLMS,e5daed3e90e93c67
University Prep Charter High School,Bronx,NY,10455,61,Private,SINGLE_EMPLOYER,50,UFT-2,1,,2017-06-30,Historical,"F7, SAM",1,1,Bronx,,,,,F7_OLMS,a17e6655e8249240
Town of Carrolton,Limestone,NY,14753,,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 264,1,IBT,2023-06-14,Current,"F7, OSHA, SAM",2,1,Limestone,,,,,F7_OLMS,0132454bf21092aa
Old Homestead Steakhouse,New York,NY,10011,72,Private,SINGLE_EMPLOYER,50,Union Of Needletrades & Industrial Textile Employees Hotel Employees & Restaurant Employees Local100,1,UNITHE,2023-06-26,Current,F7,0,1,New York,,,,,F7_OLMS,cc878ee5a34f3e10
"Green Velvet Tree, Inc",Bay Shore,NY,11706,21,Private,SINGLE_EMPLOYER,50,International Brotherhood Of Electrical Workers 1049,1,IBEW,2022-11-07,Current,"F7, SAM",1,1,Bay Shore,,,,,F7_OLMS,7dd75b219b6a1714
International Brotherhood of Teamsters Local 237,New York,NY,10011,,Public,SINGLE_EMPLOYER,50,Office & Professional Employees International Union AFL-CIO 153,1,OPEIU,2023-03-27,Current,"F7, 990",1,1,New York,,,,,F7_OLMS,75a7d04fb052feb1
2000 Auto Sales ,st. james,NY,11780,,Public,SINGLE_EMPLOYER,50,United Automotive Sales & Service Employees Union Local No. 1A 1A,1,SEIU,2023-01-18,Current,F7,0,1,st. james,,,,,F7_OLMS,77a2bfffaa3c1c6e
"Lehman College Center for the Performing Arts Inc. (""Lehman Center"")",Bronx,NY,10468-1589,71,Private,SINGLE_EMPLOYER,50,IATSE/TPU-1,1,,2014-04-15,Historical,F7,0,1,Bronx,,,,,F7_OLMS,0fb3c27c63cc0fb3
Carnegie Hotel Cleaners Inc.,Bronx,NY,10454,81,Private,SINGLE_EMPLOYER,50,ILA AFL-CIO-1964,1,ILA,2012-12-18,Historical,F7,0,1,Bronx,,,,,F7_OLMS,c275b09cb40b5c2a
Lincoln Center Education,New York,NY,10023,61,Private,SINGLE_EMPLOYER,50,United Federation of Teachers ,1,,2024-03-01,Current,"F7, OSHA, WHD, 990, SAM",4,1,New York,,,,,F7_OLMS,2035c271da12098d
Globe Moving & Storage,New York,NY,10012,48,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 814,1,IBT,2025-02-19,Current,"F7, OSHA",1,1,New York,,,,Y,F7_OLMS,1f777cf5a42c36fe
3J's Trucking ,Bronx,NY,10474,48,Private,SINGLE_EMPLOYER,50,International Brotherhood of Teamsters 202,1,IBT,2023-11-13,Current,F7,0,1,Bronx,,,,,F7_OLMS,49c2b25d608a231d
Astoria HI-TEK  Wash & Lube,Elmhurst ,NY,11372,44,Private,SINGLE_EMPLOYER,50,Retail Wholesale & Department Store Union AFL-CIO ,1,,2022-12-19,Current,F7,0,1,Elmhurst ,,,,,F7_OLMS,44bdee01de105383
Northwell Health's Center for Advanced Medicine,New Hyde Park,NY,11042,62,Private,SINGLE_EMPLOYER,50,1199Service Employees International Union 1199,1,,2025-01-14,Current,F7,0,1,New Hyde Park,,,,,F7_OLMS,c31c37f60791e773
"Big Apple Circus, Inc",New York,NY,10022,71,Private,SINGLE_EMPLOYER,50,American Federation Of Musicians 802,1,AFM,2024-04-30,Current,"F7, OSHA, WHD, SAM",3,1,New York,,,,,F7_OLMS,65ba0a3500b6bce9
WICZ-TV,Vestal,NY,13850,71,Private,SINGLE_EMPLOYER,50,National Association Of Broadcast Employees & Technicians-Communication Workers Of America 51026,1,CWA,2023-10-13,Current,F7,0,1,Vestal,,,,,F7_OLMS,85a05f972dadb6ac
